k,Pop,gia,gia-cost,gia-time,eig,eig-cost,eig-time,hd,hd-cost,hd-time,maf,maf-cost,maf-time,ubg,ubg-cost,ubg-time,dssa,dssa-cost,dssa-time
200,8,165.352,229,403.021,165.352,165.352,165.352,165.352,165.352,165.352,160.054,454,21.178,165.93,431,399.012,165.352,165.352,165.352
