k,Pop,gia,gia-cost,gia-time,hd,hd-cost,hd-time,maf,maf-cost,maf-time,ubg,ubg-cost,ubg-time,dssa,dssa-cost,dssa-time
194,8,79.3086,55,0,79.3086,741,0,78.2036,209,192,79.1612,154,401,78.2036,194,94
